"genus","species","authority","year","higherTaxonomy"
"Aeluroglena","cucullata","BOULENGER","1898","Colubridae, Colubrinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aeluroscalabotes","felinus","GUNTHER","1864","Eublepharidae, Gekkota"
"Afroedura","africana","BOULENGER","1888","Gekkonidae, Gekkota"
"Afroedura","amatolica","HEWITT","1925","Gekkonidae, Gekkota"
"Afroedura","bogerti","LOVERIDGE","1944","Gekkonidae, Gekkota"
"Afroedura","broadleyi","JACOBSEN KUHN JACKMAN & BAUER","2014","Gekkonidae, Gekkota"
"Afroedura","donveae","BRANCH SCHMITZ LOBON-ROVIRA BAPTISTA ANTONIO & CONRADIE","2021","Gekkonidae, Gekkota"
"Afroedura","gorongosa","BRANCH GUYTON SCHMITZ BAREJ NASKRECKI FAROOQ VERBURGT RODEL","2017","Gekkonidae, Gekkota"
"Afroedura","granitica","JACOBSEN KUHN JACKMAN & BAUER","2014","Gekkonidae, Gekkota"
"Afroedura","haackei","ONDERSTALL","1984","Gekkonidae, Gekkota"
"Afroedura","halli","HEWITT","1935","Gekkonidae, Gekkota"
"Afroedura","hawequensis","MOUTON & MOSTET","1985","Gekkonidae, Gekkota"
"Afroedura","karroica","HEWITT","1925","Gekkonidae, Gekkota"
"Afroedura","langi","FITZSIMONS","1930","Gekkonidae, Gekkota"
"Afroedura","leoloensis","JACOBSEN KUHN JACKMAN & BAUER","2014","Gekkonidae, Gekkota"
"Afroedura","loveridgei","BROADLEY","1963","Gekkonidae, Gekkota"
"Afroedura","major","ONDERSTALL","1984","Gekkonidae, Gekkota"
"Afroedura","maripi","JACOBSEN KUHN JACKMAN & BAUER","2014","Gekkonidae, Gekkota"
"Afroedura","marleyi","FITZSIMONS","1930","Gekkonidae, Gekkota"
"Afroedura","multiporis","HEWITT","1925","Gekkonidae, Gekkota"
"Afroedura","namaquensis","FITZSIMONS","1938","Gekkonidae, Gekkota"
"Afroedura","nivaria","BOULENGER","1894","Gekkonidae, Gekkota"
"Afroedura","otjihipa","CONRADIE SCHMITZ LOBON-ROVIRA BECKER VAZ-PINTO & HAUPTFLEISCH","2022","Gekkonidae, Gekkota"
"Afroedura","pienaari","JACOBSEN KUHN JACKMAN & BAUER","2014","Gekkonidae, Gekkota"
"Afroedura","pondolia","HEWITT","1925","Gekkonidae, Gekkota"
"Afroedura","pongola","JACOBSEN KUHN JACKMAN & BAUER","2014","Gekkonidae, Gekkota"
"Afroedura","praedicta","BRANCH SCHMITZ LOBON-ROVIRA BAPTISTA ANTONIO & CONRADIE","2021","Gekkonidae, Gekkota"
"Afroedura","pundomontana","CONRADIE SCHMITZ LOBON-ROVIRA BECKER VAZ-PINTO & HAUPTFLEISCH","2022","Gekkonidae, Gekkota"
"Afroedura","rondavelica","JACOBSEN KUHN JACKMAN & BAUER","2014","Gekkonidae, Gekkota"
"Afroedura","rupestris","JACOBSEN KUHN JACKMAN & BAUER","2014","Gekkonidae, Gekkota"
"Afroedura","tembulica","HEWITT","1926","Gekkonidae, Gekkota"
"Afroedura","tirasensis","HAACKE","1965","Gekkonidae, Gekkota"
"Afroedura","transvaalica","HEWITT","1925","Gekkonidae, Gekkota"
"Afroedura","vazpintorum","BRANCH SCHMITZ LOBON-ROVIRA BAPTISTA ANTONIO & CONRADIE","2021","Gekkonidae, Gekkota"
"Afroedura","waterbergensis","JACOBSEN KUHN JACKMAN & BAUER","2014","Gekkonidae, Gekkota"
"Afroedura","wulfhaackei","BRANCH SCHMITZ LOBON-ROVIRA BAPTISTA ANTONIO & CONRADIE","2021","Gekkonidae, Gekkota"
"Afrogecko","porphyreus","DAUDIN","1802","Gekkonidae, Gekkota"
"Afronatrix","anoscopus","COPE","1861","Colubridae (Natricinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Afrotyphlops","angolensis","BOCAGE","1866","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","anomalus","BOCAGE","1873","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","bibronii","SMITH","1846","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","blanfordii","BOULENGER","1889","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","brevis","SCORTECCI","1929","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","calabresii","GANS & LAURENT","1965","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","chirioi","TRAPE","2019","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","congestus","DUMERIL & BIBRON","1844","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","cuneirostris","PETERS","1879","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","elegans","PETERS","1868","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","fornasinii","BIANCONI","1849","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","gierrai","MOCQUARD","1897","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","kaimosae","LOVERIDGE","1935","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","liberiensis","HALLOWELL","1848","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","lineolatus","JAN","1864","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","mucruso","PETERS","1854","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","nanus","BROADLEY & WALLACH","2009","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","nigrocandidus","BROADLEY & WALLACH","2000","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","obtusus","PETERS","1865","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","platyrhynchus","STERNFELD","1910","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","punctatus","LEACH","1819","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","rondoensis","LOVERIDGE","1942","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","rouxestevae","TRAPE","2019","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","schlegelii","BIANCONI","1849","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","schmidti","LAURENT","1956","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","steinhausi","WERNER","1909","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","tanganicanus","LAURENT","1964","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Afrotyphlops","usambaricus","LAURENT","1964","Typhlopidae (Afrotyphlopinae), Typhlopoidea, Serpentes"
"Agama","aculeata","MERREM","1820","Agamidae (Agaminae), Iguania"
"Agama","africana","HALLOWELL","1844","Agamidae (Agaminae), Iguania"
"Agama","agama","LINNAEUS","1758","Agamidae (Agaminae), Iguania"
"Agama","anchietae","BOCAGE","1896","Agamidae (Agaminae), Iguania"
"Agama","armata","PETERS","1855","Agamidae (Agaminae), Iguania"
"Agama","atra","DAUDIN","1802","Agamidae (Agaminae), Iguania"
"Agama","bibronii","DUMERIL","1851","Agamidae (Agaminae), Iguania"
"Agama","bocourti","ROCHEBRUNE","1884","Agamidae (Agaminae), Iguania"
"Agama","boensis","MONARD","1940","Agamidae (Agaminae), Iguania"
"Agama","bottegi","BOULENGER","1897","Agamidae (Agaminae), Iguania"
"Agama","boueti","CHABANAUD","1917","Agamidae (Agaminae), Iguania"
"Agama","boulengeri","LATASTE","1886","Agamidae (Agaminae), Iguania"
"Agama","caudospinosa","MEEK","1910","Agamidae (Agaminae), Iguania"
"Agama","cristata","MOCQUARD","1905","Agamidae (Agaminae), Iguania"
"Agama","dodomae","LOVERIDGE","1923","Agamidae (Agaminae), Iguania"
"Agama","doriae","BOULENGER","1885","Agamidae (Agaminae), Iguania"
"Agama","etoshae","MCLACHLAN","1981","Agamidae (Agaminae), Iguania"
"Agama","finchi","BOHME WAGNER MALONZA LOTTERS & KOHLER","2005","Agamidae (Agaminae), Iguania"
"Agama","gracilimembris","CHABANAUD","1918","Agamidae (Agaminae), Iguania"
"Agama","hartmanni","PETERS","1869","Agamidae (Agaminae), Iguania"
"Agama","hispida","KAUP","1827","Agamidae (Agaminae), Iguania"
"Agama","hulbertorum","WAGNER","2014","Agamidae (Agaminae), Iguania"
"Agama","insularis","CHABANAUD","1918","Agamidae (Agaminae), Iguania"
"Agama","kaimosae","LOVERIDGE","1935","Agamidae (Agaminae), Iguania"
"Agama","kirkii","BOULENGER","1885","Agamidae (Agaminae), Iguania"
"Agama","knobeli","BOULENGER & POWER","1921","Agamidae (Agaminae), Iguania"
"Agama","lanzai","WAGNER LEACHE MAZUCH & BOHME","2013","Agamidae (Agaminae), Iguania"
"Agama","lebretoni","WAGNER BAREJ & SCHMITZ","2009","Agamidae (Agaminae), Iguania"
"Agama","lionotus","BOULENGER","1896","Agamidae (Agaminae), Iguania"
"Agama","lucyae","WAGNER & BAUER","2011","Agamidae (Agaminae), Iguania"
"Agama","montana","BARBOUR & LOVERIDGE","1928","Agamidae (Agaminae), Iguania"
"Agama","mossambica","PETERS","1854","Agamidae (Agaminae), Iguania"
"Agama","mucosoensis","HELLMICH","1957","Agamidae (Agaminae), Iguania"
"Agama","mwanzae","LOVERIDGE","1923","Agamidae (Agaminae), Iguania"
"Agama","parafricana","TRAPE MEDIANNIKOV & TRAPE","2012","Agamidae (Agaminae), Iguania"
"Agama","paragama","GRANDISON","1968","Agamidae (Agaminae), Iguania"
"Agama","persimilis","PARKER","1942","Agamidae (Agaminae), Iguania"
"Agama","picticauda","PETERS","1877","Agamidae (Agaminae), Iguania"
"Agama","planiceps","PETERS","1862","Agamidae (Agaminae), Iguania"
"Agama","robecchii","BOULENGER","1891","Agamidae (Agaminae), Iguania"
"Agama","rueppelli","VAILLANT","1882","Agamidae (Agaminae), Iguania"
"Agama","sankaranica","CHABANAUD","1918","Agamidae (Agaminae), Iguania"
"Agama","somalica","WAGNER LEACHE MAZUCH & BOHME","2013","Agamidae (Agaminae), Iguania"
"Agama","spinosa","GRAY","1831","Agamidae (Agaminae), Iguania"
"Agama","tassiliensis","GENIEZ PADIAL & CROCHET","2011","Agamidae (Agaminae), Iguania"
"Agama","turuensis","LOVERIDGE","1932","Agamidae (Agaminae), Iguania"
"Agama","wachirai","MALONZA SPAWLS FINCH & BAUER","2021","Agamidae (Agaminae), Iguania"
"Agama","weidholzi","WETTSTEIN","1932","Agamidae (Agaminae), Iguania"
"Agamodon","anguliceps","PETERS","1882","Trogonophidae, Amphisbaenia, Lacertoidea"
"Agamodon","arabicus","ANDERSON","1901","Trogonophidae, Amphisbaenia, Lacertoidea"
"Agamodon","compressus","MOCQUARD","1888","Trogonophidae, Amphisbaenia, Lacertoidea"
"Agamura","cruralis","BLANFORD","1874","Gekkonidae, Gekkota"
"Agamura","kermanensis","HOSSEINIAN-YOUSEFKHANI ALIABADIAN RASTEGAR-POUYANI DARVISH SHAFIEI & SEHHATISABET","2018","Gekkonidae, Gekkota"
"Agamura","persica","DUMERIL","1856","Gekkonidae, Gekkota"
"Agasthyagama","beddomei","BOULENGER","1885","Agamidae (Draconinae), Iguania"
"Agasthyagama","edge","DAS PAL NARAYANAN SUBIN PALOT RAJKUMAR & DEEPAK0","2024","Agamidae (Draconinae), Iguania"
"Agkistrodon","bilineatus","GUNTHER","1863","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Agkistrodon","conanti","GLOYD","1969","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Agkistrodon","contortrix","LINNAEUS","1766","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Agkistrodon","howardgloydi","CONANT","1984","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Agkistrodon","laticinctus","GLOYD & CONANT","1934","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Agkistrodon","piscivorus","LACEPEDE","1789","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Agkistrodon","russeolus","GLOYD","1972","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Agkistrodon","taylori","BURGER & ROBERTSON","1951","Viperidae, Crotalinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","anomala","ANNANDALE","1906","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","borealis","MALLIK SRIKANTHAN PAL D'SOUZA SHANKER & GANESH","2020","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","dispar","GUNTHER","1864","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","farnsworthi","MALLIK SRIKANTHAN PAL D'SOUZA SHANKER & GANESH","2020","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","fasciolata","FISCHER","1885","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","flavescens","WALL","1910","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","fronticincta","GUNTHER","1858","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","fusca","DUMERIL BIBRON & DUMERIL","1854","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","isabellina","WALL","1910","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","laudankia","DEEPAK NARAYANAN SARKAR DUTTA & MOHAPATRA","2019","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","malabarica","MALLIK SRIKANTHAN PAL D'SOUZA SHANKER & GANESH","2020","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","mycterizans","LINNAEUS","1758","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","nasuta","LACEPEDE","1789","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","oxyrhynca","BELL","1825","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","perroteti","DUMERIL BIBRON & DUMERIL","1854","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","prasina","BOIE","1827","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","pulverulenta","DUMERIL BIBRON & DUMERIL","1854","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","rufusoculara","LAM THU NGUYEN MURPHY & NGUYEN","2021","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","sahyadrensis","MALLIK SRIKANTHAN PAL D'SOUZA SHANKER & GANESH","2020","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ahaetulla","travancorica","MALLIK SRIKANTHAN PAL D'SOUZA SHANKER & GANESH","2020","Colubridae, Ahaetuliinae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Ailuronyx","seychellensis","DUMERIL & BIBRON","1836","Gekkonidae, Gekkota"
"Ailuronyx","tachyscopaeus","GERLACH & CANNING","1996","Gekkonidae, Gekkota"
"Ailuronyx","trachygaster","DUMERIL","1851","Gekkonidae, Gekkota"
"Aipysurus","apraefrontalis","SMITH","1926","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aipysurus","duboisii","BAVAY","1869","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aipysurus","eydouxii","GRAY","1849","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aipysurus","foliosquama","SMITH","1926","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aipysurus","fuscus","TSCHUDI","1837","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aipysurus","laevis","LACEPEDE","1804","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aipysurus","mosaicus","SANDERS RASMUSSEN ELMBERG MUMPUNI GUINEA BLIAS LEE & FRY","2012","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aipysurus","pooleorum","SMITH","1974","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Aipysurus","tenuis","LONNBERG & ANDERSSON","1913","Elapidae (Hydrophiinae), Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alexandresaurus","camacan","RODRIGUES PELLEGRINO DIXO VERDADE PAVAN ARGOLO & SITES","2007","Gymnophthalmidae (Gymnophthalminae), Iphisini, Gymnophthalmoidea"
"Algyroides","fitzingeri","WIEGMANN","1834","Lacertidae, Lacertinae, Lacertoidea"
"Algyroides","hidalgoi","BOSCA","1916","Lacertidae, Lacertinae, Lacertoidea"
"Algyroides","moreoticus","BIBRON & BORY","1833","Lacertidae, Lacertinae, Lacertoidea"
"Algyroides","nigropunctatus","DUMERIL & BIBRON","1839","Lacertidae, Lacertinae, Lacertoidea"
"Alinea","lanceolata","COPE","1863","Scincidae, Mabuyinae (Mabuyini), Scincoidea"
"Alinea","luciae","GARMAN","1887","Scincidae, Mabuyinae (Mabuyini), Scincoidea"
"Alluaudina","bellyi","MOCQUARD","1894","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alluaudina","mocquardi","ANGEL","1939","Pseudoxyrhophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alopecion","guttatum","SMITH","1843","Lamprophiidae, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alopoglossus","amazonius","RUTHVEN","1924","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","andeanus","RUIBAL","1952","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","angulatus","LINNAEUS","1758","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","atriventris","DUELLMAN","1973","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","avilapiresae","RIBEIRO-JUNIOR CHOUERI LOBOS VENEGAS TORRES-CARVAJAL & WERNECK","2020","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","bicolor","WERNER","1916","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","bilineatus","BOULENGER","1890","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","brevifrontalis","BOULENGER","1912","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","buckleyi","O'SHAUGHNESSY","1881","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","carinicaudatus","COPE","1876","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","collii","RIBEIRO-JUNIOR CHOUERI LOBOS VENEGAS TORRES-CARVAJAL & WERNECK","2020","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","copii","BOULENGER","1885","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","danieli","HARRIS","1994","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","embera","PELOSO & MORALES","2017","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","eurylepis","HARRIS & RUEDA","1985","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","festae","PERACCA","1896","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","gansorum","RIBEIRO-JUNIOR SANCHEZ-MARTINEZ MORAES COSTA DE OLIVEIRA CARVALHO CHOUERI WERNECK & MEIRI","2021","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","gorgonae","HARRIS","1994","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","grandisquamatus","RUEDA","1985","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","harrisi","HERNANDEZ-MORALES STURARO SALES-NUNES LOTZKAT & PELOSO","2020","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","indigenorum","RIBEIRO-JUNIOR SANCHEZ-MARTINEZ MORAES COSTA DE OLIVEIRA CARVALHO CHOUERI WERNECK & MEIRI","2021","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","kugleri","ROUX","1927","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","lehmanni","AYALA & HARRIS","1984","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","meloi","RIBEIRO-JUNIOR","2018","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","myersi","HARRIS","1994","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","plicatus","TAYLOR","1949","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","romaleos","HARRIS","1994","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","stenolepis","BOULENGER","1908","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","tapajosensis","RIBEIRO-JUNIOR SANCHEZ-MARTINEZ MORAES COSTA DE OLIVEIRA CARVALHO CHOUERI WERNECK & MEIRI","2021","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","theodorusi","RIBEIRO-JUNIOR MEIRI & FOUQET","2020","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","vallensis","HARRIS","1994","Alopoglossidae, Gymnophthalmoidea"
"Alopoglossus","viridiceps","TORRES-CARVAJAL & LOBOS","2014","Alopoglossidae, Gymnophthalmoidea"
"Alpinoscincus","alpinus","GREER ALLISON & COGGER","2005","Scincidae, Eugongylinae (Sphenomorphini), Scincoidea"
"Alpinoscincus","subalpinus","GREER ALLISON & COGGER","2005","Scincidae, Eugongylinae (Sphenomorphini), Scincoidea"
"Alsophis","antiguae","PARKER","1933","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alsophis","antillensis","SCHLEGEL","1837","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alsophis","danforthi","COCHRAN","1938","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alsophis","manselli","PARKER","1933","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alsophis","rijgersmaei","COPE","1869","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alsophis","rufiventris","DUMERIL BIBRON & DUMERIL","1854","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alsophis","sanctonum","BARBOUR","1915","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alsophis","sibonius","COPE","1879","Colubridae (Dipsadinae), Alsophiini, Colubroidea, Caenophidia, Alethinophidia, Serpentes"
"Alsophylax","emilia","NAZAROV ABDURAUPOV SHEPELYA GRITSINA MELNIKOV BUEHLER LAPIN POYARKOV & GRISMER","2023","Gekkonidae, Gekkota"
"Alsophylax","ferganensis","NAZAROV ABDURAUPOV SHEPELYA GRITSINA MELNIKOV BUEHLER LAPIN POYARKOV & GRISMER","2023","Gekkonidae, Gekkota"
"Alsophylax","laevis","NIKOLSKY","1907","Gekkonidae, Gekkota"
"Alsophylax","loricatus","STRAUCH","1887","Gekkonidae, Gekkota"
"Alsophylax","pipiens","PALLAS","1827","Gekkonidae, Gekkota"
